mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,energy_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,energy_std,dmfcc_0_mean,dmfcc_1_mean,dmfcc_2_mean,dmfcc_3_mean,dmfcc_4_mean,dmfcc_5_mean,dmfcc_6_mean,dmfcc_7_mean,dmfcc_8_mean,dmfcc_9_mean,dmfcc_10_mean,dmfcc_11_mean,denergy_mean,dmfcc_0_std,dmfcc_1_std,dmfcc_2_std,dmfcc_3_std,dmfcc_4_std,dmfcc_5_std,dmfcc_6_std,dmfcc_7_std,dmfcc_8_std,dmfcc_9_std,dmfcc_10_std,dmfcc_11_std,denergy_std,ddmfcc_0_mean,ddmfcc_1_mean,ddmfcc_2_mean,ddmfcc_3_mean,ddmfcc_4_mean,ddmfcc_5_mean,ddmfcc_6_mean,ddmfcc_7_mean,ddmfcc_8_mean,ddmfcc_9_mean,ddmfcc_10_mean,ddmfcc_11_mean,ddenergy_mean,ddmfcc_0_std,ddmfcc_1_std,ddmfcc_2_std,ddmfcc_3_std,ddmfcc_4_std,ddmfcc_5_std,ddmfcc_6_std,ddmfcc_7_std,ddmfcc_8_std,ddmfcc_9_std,ddmfcc_10_std,ddmfcc_11_std,ddenergy_std
-259.28872994914036,110.80457295321895,14.465488544958372,35.82722851402154,25.526143595741623,25.227974259769987,-0.7527508025062677,12.3507243711171,-1.1752834618547445,16.91404926418785,1.6886519299797202,6.491871653750985,0.07661082525737584,89.31715466074245,27.69509099813219,40.62122197030717,17.292648500257553,15.61841882321374,15.504441737469207,21.7132983255577,15.715187931598864,10.165400107819071,9.95576008597193,6.453336991925624,7.6718124071783285,0.04019975670879413,0.15604173654558584,-0.12133718874177554,0.08823245512436835,0.24264884247035234,0.33098938754079105,0.24766429112189556,0.10068030781158178,0.07866047918670331,0.268324328065201,0.26356632609855124,0.0216211457697564,0.034697445163486225,0.0006543536099695391,27.195786834655987,10.995149866200883,16.926096739508612,11.232553724376713,10.95488740737628,6.7325268327513115,8.240888565419846,6.811087377810854,6.658655170675718,5.2345109112662245,5.130853496843531,5.864916053886242,0.011115664020752022,-0.058212673345155966,-0.02203696837580272,-0.036688379719680836,-0.108405176602648,-0.050414115216954984,-0.004967551310306343,-0.38158041230044293,-0.35286862557124343,-0.19512761814833926,-0.05832348108428421,-0.06306989294387323,0.026251042903305332,-0.0002163238823413849,20.81977927405099,9.649803675096482,14.171848638653898,10.544001540450584,11.64317339680913,7.220857563276909,6.598369604381259,6.578534472605124,7.11656378923376,6.0577310963954965,7.043871397265449,6.280450229334416,0.00812953066230005
-322.26217261976,153.23598358749803,14.063805864037837,41.58148630002252,26.89115462132704,-3.9465474638525304,10.937508564244244,11.99351680100973,-3.2198397537073475,5.976855514392644,1.8321217164979813,1.922643797854642,0.08741502423072234,128.03451612600472,52.182808530503344,38.47973118541471,33.83288563518511,19.619847609014794,21.422891831403543,16.529923061257847,14.95259304472846,19.319760445600178,12.864847250152163,5.9024327318755745,10.823442116851794,0.05303298762273485,4.773683630262083,1.6833031741365572,-1.2361140262384556,-0.18940020715768952,-1.6123814472059983,-0.5979473667424714,0.3133539350037871,-0.5070046142813359,-0.414890247775406,0.2236336113808113,0.6646931869657837,0.3938895424981189,0.0005466347980883813,29.514988836263342,20.597135731967715,14.676791867863411,14.612957194277024,9.655280644281639,9.779994386039592,10.485162326984428,7.1332436605388105,7.810272139253539,8.400058413264054,4.782409793169071,6.830982949624749,0.013714465374893644,0.35068619111778315,-0.5744537607274803,-0.3247550617291633,0.22828054367910855,0.5687367761778558,0.12584957292730076,-0.49936936771438467,0.07514094633988382,0.07056123745688668,-0.14444801645532182,-0.037755353937461676,0.464050665640329,-8.120412627855936e-05,24.13624408016236,17.389334868804553,13.051826523218041,11.450681880198035,9.339318084370246,11.479258066738483,11.54475205713306,7.379481627778062,9.258872680062792,10.341065895792415,6.178386055746898,7.324631144486265,0.011500725309968533
-269.2223062505842,100.52621703731414,28.131802613045153,30.30096356269443,10.795455816367017,18.374036552312376,0.7804124708836286,17.25710236140445,4.750164769954817,12.857581391230067,9.978625608756118,3.786267385620195,0.0928010115167126,62.965747099905634,29.544770168398053,23.12078179472245,23.876891485348764,12.754686246330998,6.147405128305324,19.215978295964597,6.553712979197937,9.620000718614305,5.996751198209294,7.89059901928382,7.3539566161510965,0.02477051393656399,-0.736524254608135,-0.31208908860970686,0.016141923615471742,0.3215444659938474,-0.21818722707195867,-0.35143075254006656,-0.17907965941242826,0.13549641532793877,0.24204137684343283,0.48573614908159973,0.4824145905749616,0.1554075778017177,0.0006831004734962217,23.202384148906045,12.89558652197852,12.512410590191118,14.276927079557732,8.142964031431568,5.669164106799333,7.901736648429505,5.037062171248654,4.916326546905355,4.297889117804853,4.9503508121121325,4.466052971386743,0.013534978186646687,-0.5923759589904383,-0.21979102081727955,0.3326966481933951,-0.07993631206613673,0.04406655757844273,0.09971383131224805,0.13305948733615067,-0.0207589071268675,-0.10390184036460409,-0.0011789322789892865,0.2534756290950355,0.17171053607376985,-0.000612585370739301,19.619999649318824,9.823187403937215,12.132002948756014,12.589308405606308,8.19425136879922,7.791148062519619,6.6929013937202795,5.908009888245784,6.158213957481055,5.115214701975572,5.089332257292267,5.426351443295281,0.011288133878060507
-267.27423783113255,84.8731660970374,-2.0271620509718864,24.1346750479316,3.038799581686072,-2.3628738915433383,-14.780309779731203,14.200965251830269,-5.510667472247841,0.5317408553088406,-5.189555930938697,1.5864376695244549,0.05336236519360682,97.36947577463556,33.73328307323912,38.130645208148174,30.392890934573813,13.245842365341751,25.41830602635655,10.123173610667964,9.901862493894685,13.819522761343467,11.27697979365103,8.494410481838617,10.019648996704731,0.05183450481400389,0.6309250238308862,0.3033250284987607,0.41648622304858135,0.06216414756321615,0.2492414560872737,0.34730992008286493,0.11576869898205303,0.22427306679425002,-0.231226573700506,-0.12003630841002115,-0.2815428214282342,-0.25728004178309244,9.443481723147054e-05,28.11013916747238,18.808277303118594,14.186022449867552,14.816877982970782,9.46476996631019,10.21130897285669,5.69512648689928,6.383322507273027,7.299579657967143,6.487217924168975,4.67097158502866,5.479641737245275,0.01671577761250135,-0.7855713286822285,-0.41563037756009086,-0.3434317552682573,-0.38237531492769405,0.0886626826424127,0.011229957158111977,0.11782354846067976,0.10995405365893648,-0.10340898812984337,0.16967494933619337,-0.25950266105225034,0.21868224899146074,-0.00021436236953983705,19.769188751182845,17.29044060644864,12.481384057452747,13.42636986006497,10.013001008473573,9.782485345009526,6.200201639854119,7.857256531402247,8.960586986522607,7.828690776737578,6.31064745433868,5.63120812530435,0.012158123495503782
-276.3729417046257,118.54436159517122,-1.753570819661825,14.266006074073603,5.295701356917801,8.152847340510698,-4.78445146476623,4.7651140751628445,2.451722425879737,9.795305007266393,0.6561577132486293,4.713185847599656,0.019725863263010977,27.56804359773228,19.395897194110024,11.315631647579112,12.904413994834655,5.541660603765775,6.021850092149783,10.039453527556983,12.24167799822606,6.030093523264213,4.282241125075909,8.61108292782609,2.621123824359941,0.01045488343201549,-0.41359407576650176,0.36998094055221326,-0.23054313102245988,-0.1993567354371445,-0.3758244501448166,-0.34149525564801125,-0.16592310793687504,0.0972339814281519,-0.14916069804021007,0.27392363257912505,0.055925276558731724,-0.074322537855255,-0.00017818798921231566,9.819729533604738,9.070719704443945,8.183448979218792,9.763760722198986,4.169388069948695,5.129866593818629,5.13739989414588,6.992171116372336,4.436392409736703,3.6453513317592665,4.45873121775705,2.1436611641009455,0.003871622970920967,-0.4983732200776793,-0.33292034982956664,0.04876897460109575,0.31039035185174046,-0.010090046476776344,0.008436129696320778,0.31587714266792294,0.13678139535559833,0.1343922174185745,0.17097766923246488,0.03759013167610289,0.07680472351210478,-2.9931942533169475e-05,7.485744517925349,7.380676711774396,8.730656697059475,9.376720314361853,4.867658018900216,5.690679765348565,6.0599430731109445,7.0181538868560835,5.781265826569508,4.4863178701168405,4.706386128709058,2.894611818832673,0.0026764989576038875
-200.8515454815573,117.21636579412802,-4.04911395327158,18.519651491459967,-5.331405114909457,-0.6784858451303541,-9.174174998615854,-2.754400206775181,8.15319475141796,-3.5144946375605426,0.5415869000751803,-5.635412571386028,0.1006921692751348,123.17880359181369,30.12489348859468,40.92543472411076,15.810675543842073,24.390472853614103,14.410372350682133,17.04813284240604,16.858826537495048,10.07823147636795,9.300570088321932,12.040399951198992,12.43743019303958,0.08448147056213384,-0.38750775838884244,1.3520059144314673,1.9959687145990326,0.6842358354434469,-1.5523120166011115,0.9979518180319108,1.354134053115816,0.053245142914653674,0.33377784876134237,0.4008178079562634,0.06861054924635365,0.017624060573964536,0.0017847213293275526,39.16647364128877,21.921121964623175,15.7619068379824,11.039053227416087,11.200782290815615,9.582034815959835,8.44893242390369,8.5636047118244,5.34061498975637,5.11307122585857,6.705896756568902,7.191540913802883,0.022619813550828833,-2.6122247831825165,0.0262857752466014,1.045152527199218,0.03523893641746471,0.8204734625331213,0.04331283389996289,-0.05352227269003448,0.48202859061379194,-0.07175900347381828,-0.19523797257680783,-0.37475733293938307,-0.00837930797112579,-0.0011030341188112895,31.108552552532924,26.004663616170088,12.387801820024505,15.28170744094388,12.970674861020616,10.205831635768325,9.354465658747772,8.046517085876795,6.145302993286575,5.796642429753864,7.1594198686198744,8.329036838436416,0.01840431440844169
-273.1515477833468,96.06556411673283,0.8121015431802768,31.870173269637263,-1.1441730750066392,15.804444004043242,-9.844634100505463,7.472949294686635,7.932941602716991,1.2514822788874271,4.232428985802855,2.7744671722162937,0.02559237760202638,46.20818745048762,29.173295018391766,22.598314232271044,14.29975236019776,10.282824880604032,9.338106377648671,17.68026086519328,8.039300156729578,7.815887713495732,10.279809933985415,6.433267652431567,3.9768577178498448,0.010595120112111748,1.5644584458866493,1.186046177970533,-0.6535296008119984,-0.19997526486480943,-0.6875104021813639,0.5447397484655825,0.18907147971820912,0.7658612302967851,-0.06389654809007364,-0.3555792889228969,0.0018156097276340283,-0.24587962781429518,0.0004640533256211451,15.09244015847224,14.817895514544908,10.39206649750769,7.957901979001502,5.837044866875325,5.145670803074426,6.438246963513857,5.779194185003522,4.825066452628868,5.362078202673889,5.509974080676336,4.290093065377222,0.0026420469867129617,-0.8312761460133768,0.009492838191779061,-0.04645316265440852,-0.11539662215124163,0.09113558808397709,-0.394673979732494,0.16735755282793482,0.15638639879099134,0.021288860916532842,0.0051292235213223365,-0.14722937780283585,-0.2094080690870353,-8.766391073112134e-05,12.403177985753999,13.598260513485211,9.745439202265898,7.168489302493021,6.081361701668174,5.526586648604497,6.27679430504086,6.8742769018963035,5.075445510543313,5.8940357373913645,5.964744652340101,5.8861225859471675,0.001932263646055373
-390.21817842885446,157.45563224743995,25.058809652820518,36.99330372565632,34.27206774162407,13.350350612067635,5.215082200048477,9.382239720592134,11.817880374880314,2.4242665405903754,3.2424368234009706,17.6637238052383,0.059517569083254784,73.57324249589745,32.6215970109047,35.818840716504276,16.460529108581827,9.747286380873657,17.24883274292227,16.768405615991206,10.524432433945544,8.231877058812191,7.407151486748461,10.547393806569502,7.444911074327351,0.02279830722349143,0.4932868825706211,-0.4371843519324585,-0.5582981174886896,0.1867977472052864,0.14602312361221256,-0.23496322650329607,0.4763266549347669,0.3510960707579012,0.16665738063255467,-0.21109943243629442,-0.09789658867670345,0.10796880747472544,-1.7384007092445126e-05,23.235022313763412,16.83224055566438,14.79972997291372,10.323017281870166,6.307258123693569,9.567376310173843,9.441728264924826,6.142720204121111,6.857037839425834,5.653196928333666,5.331573520125198,4.68303539134509,0.007462210786588133,0.4113894424805418,-0.140910437354862,-0.054852977587566444,0.19984077806459505,0.007134667162300209,-0.3471457769175726,0.24856931598887963,0.03709018361627052,-0.07365378805836051,-0.08608554205796146,-0.10571416207497603,0.05570492853651163,-0.00032912343740463255,19.903414695646536,15.430189035594829,13.229481987092703,10.349671185101657,7.3036731857839285,9.516885275925883,11.012864057793031,8.307896110666583,8.281820585089772,6.9977390052159665,5.643039306029083,5.8809501269229925,0.007820526844433384
-250.933603435057,95.85299028105453,-4.579793374780104,24.21951074393015,2.2697984668035653,1.7701133166141738,-8.73153666400933,6.038979703427631,-1.1340440623779866,7.907334912626796,-5.124313271590825,3.282455964261553,0.02424988755956292,73.14613778480644,22.18210404388957,26.153098943346997,13.715969713994818,16.50255351355292,9.58652652251719,9.524847936752636,10.937566600392142,10.982008121006155,7.028122919038514,6.054938604465327,6.8039060266147775,0.01717581912458275,1.5128355825753204,-0.26805546123759977,-0.454608898526796,-0.09938290636516141,0.11414565279826715,0.1398708494110213,-0.4995521303850202,-0.10435224567369952,-0.38629606800379007,0.29625400863097595,-0.38476883249448335,-0.11811629118304949,1.862116398349885e-05,22.414861056351086,13.035846494197516,9.384343053737677,8.245824627528588,9.126396459187522,6.199966670252582,4.390612828952212,6.176577902969505,5.099235135294344,4.888887258991429,2.8805144112167422,3.9496458837352773,0.006059261556692301,-1.3158463179283615,-0.9740829949006122,0.2934722531387788,0.17963590703749066,0.11087504181018844,0.16369512751895865,0.01520830918605626,-0.11602771717164699,-0.3792146533635284,-0.01570470275319457,-0.2980084869750827,-0.05607523513574435,-0.00018811778475840885,17.716612195972154,13.570747172673974,8.166663327249118,8.309830756997874,8.457420703858668,8.46914700973433,4.537577513840575,6.108199669599128,4.597287378822519,5.57577952492973,3.8386913325621395,4.905797408252862,0.005028852750769566
-193.31905278187145,99.80478856392568,-17.023849513295815,8.663299703738613,-11.556753536873773,-10.696112968237458,-8.085339532778525,-8.811736459734359,-0.9299283639013873,-7.08508713176767,-14.212016346609614,-1.8039807720188148,0.07851300976471975,49.812462145390285,36.93238185304217,28.043100261541444,23.301221011039765,10.628512483411901,13.697087823953469,7.667121646453543,18.25780844790271,9.338427107646764,12.037698748298341,10.689916050015563,9.645234672697134,0.06210042780987605,-0.27755003333859185,1.1941697373599283,0.5204728092818873,0.2637690912894851,-0.7136857594723951,-0.6142942602409919,-0.332709170379296,-0.12887511182577308,0.07606524735883592,-0.4848161915981935,-0.4818359799517105,0.0039541697242125255,4.037031002583042e-05,18.850639396955717,11.445299587606513,13.169878133129195,11.549216355781969,7.193601389074164,6.806967834801694,5.038740227600484,6.391433508265889,6.5154439476225035,4.4233356063909115,5.209110693389795,5.464625836655878,0.016844617566048277,-0.31454953858417883,-0.672255467460252,0.006599884887473628,-0.0967982258123957,0.08799607235272795,-0.23648258385881615,0.41373550925865155,-0.05318119372480658,-0.07607977470232852,-0.06027773574165634,0.06060657758561205,0.12402292312837035,-6.540430088837941e-05,18.458009181803632,8.842407692953412,11.393452205026023,8.847237701641985,7.111397768649599,7.811569544781962,5.467194602854044,5.643104809480388,7.254323451673734,4.852055062379109,6.514824751619783,6.507034593033349,0.01247634695098414
